,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
83949,rbgjXYiutRMsKCOrzkm5aw,Oyster Express,296 Keefer Street,Vancouver,BC,V6A 1X5,49.2792784082,-123.0973971309,4.5,154,1,"{'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'paid'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Caters': 'False', 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Nightlife, Seafood, Bars, Cafes, Restaurants","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}"
83957,5eh4SeAVnTNM-D_C-UC1cw,Refresh,2860 SE Gladstone St,Portland,OR,97202,45.4931768,-122.6363107,4.5,43,0,"{'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'CoatCheck': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""'casual'"", 'HappyHour': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'Smoking': ""u'no'""}","Restaurants, Food, Coffee & Tea, Bars, Nightlife, Cafes, Wine Bars","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
83975,PTjBZZKcB71S4EzsTHSIrg,Nomadic Beerworks,"3804 Woodbury Dr, Ste A",Austin,TX,78704,30.2244374,-97.7605577,5.0,49,1,"{'DogsAllowed': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'HappyHour': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WiFi': ""u'free'"", 'Smoking': ""u'outdoor'"", 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'ByAppointmentOnly': 'False', 'BYOB': 'False'}","Restaurants, Brewpubs, Bars, Nightlife, Food, Beer Bar, Coffee & Tea, Cafes, Breweries","{'Monday': '0:0-0:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
83988,CkWGnm_jFaNe2TR1D7BiKA,407 Cafe Oviedo,"945 City Plaza Way, Ste 1011",Oviedo,FL,32765,28.6574867209,-81.2039312865,4.0,25,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Food, Cafes, Coffee & Tea, Gelato, Restaurants, Creperies","{'Monday': '8:30-19:30', 'Tuesday': '8:30-19:30', 'Wednesday': '8:30-19:30', 'Thursday': '8:30-19:30', 'Friday': '8:30-20:0', 'Saturday': '8:30-20:0', 'Sunday': '8:30-20:0'}"
84073,FmdEYtV6W578qKT3ajtlJQ,Arize Breakfast Cafe,"3650 Marketplace Blvd, Ste 940",Atlanta,GA,30344,33.6581470817,-84.5021474361,3.5,218,1,"{'NoiseLevel': ""'average'"", 'HappyHour': 'False', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True'}","Restaurants, Breakfast & Brunch, Cafes, Food, Coffee & Tea","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}"
84075,HorLV50SgSj2lArWWu4lEA,Caribou Coffee,1001 18th Ave NW,Austin,MN,55912,30.20213,-97.668832,3.5,6,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'""}","Food, Coffee & Tea, Bakeries, Cafes, Restaurants","{'Monday': '5:30-20:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '5:30-20:0', 'Sunday': '5:30-20:0'}"
84134,CospvCK3uQYIOy95AZwPhg,Table 33,4600 W Village Pl,Smyrna,GA,30080,33.8434082,-84.4904898,4.0,18,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False'}","Cafes, American (New), Breakfast & Brunch, Restaurants","{'Tuesday': '11:0-14:0', 'Thursday': '17:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-15:0'}"
84173,D2KANvWWWtHN519O3Jn-nw,Cypress Room at the Kennedy School,5736 NE 33rd Ave,Portland,OR,97211,45.564490419,-122.6300054044,4.0,6,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'HappyHour': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': True, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': True, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'HasTV': 'True'}","Bars, Nightlife, American (New), Cafes, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
84194,ocK9qw7FkUzNMgnoXcZ8yQ,Mocks Bottom Cafe,"6040 N Cutter Cir, Ste 311",Portland,OR,97217,45.5659192,-122.7014401,3.5,20,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""u'average'""}","Breakfast & Brunch, Coffee & Tea, Delis, Food, American (Traditional), Restaurants, Sandwiches, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0'}"
84217,NQp9tJxgoOuyRQGdgr3BRA,Cup of Love Cafe,"1500 Alafaya Trl, Ste 1024",Oviedo,FL,32765,28.6475330738,-81.2089644,4.5,24,1,"{'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Coffee & Tea, Restaurants, Food, Cafes","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '10:0-16:0'}"
84239,kvuLtLj-MngSgIPEPTVrig,Nordstrom Ebar Artisan Coffee,799 Robson Street,Vancouver,BC,V7Y 0A2,49.2819563,-123.120054,3.5,31,1,"{'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'loud'"", 'WheelchairAccessible': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'BusinessParking': 'None', 'GoodForDancing': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False'}","Food, Restaurants, Coffee & Tea, Internet Cafes, Cafes","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-18:0'}"
84289,F-wuLRcNY3PmTBHV61VqWw,Yordan Cafe,"207 N Clarke Rd, Unit 4",Ocoee,FL,34761,28.5723564,-81.5172987,4.5,15,0,"{'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True'}","Sandwiches, Food, Cafes, Restaurants, Cuban, Coffee & Tea, Internet Cafes, Specialty Food, Ethnic Food","{'Monday': '9:0-21:30', 'Tuesday': '9:0-21:30', 'Wednesday': '9:0-21:30', 'Thursday': '9:0-21:30', 'Friday': '9:0-21:30', 'Saturday': '9:0-21:30'}"
84397,kDZTaeUaf78Jd25ktX8a8g,Number e food,1308 Burrard Street,Vancouver,BC,V6Z 2B7,49.2775691519,-123.1310182124,5.0,118,1,"{'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'False', 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOB': 'False', 'RestaurantsDelivery': 'False', 'Corkage': 'False'}","Breakfast & Brunch, Cafes, Do-It-Yourself Food, Canadian (New), Pizza, Grocery, Juice Bars & Smoothies, Sandwiches, Delicatessen, Food, Restaurants, Coffee & Tea, Delis, Salad","{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '10:0-18:0'}"
84412,MoTXwQ_v9VkM2J5i6KUadg,Paradise Bakery & Cafe,1207 Pearl St,Boulder,CO,80302,40.0180967,-105.2796838,3.5,10,0,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Food, Bakeries, Cafes, Restaurants, Sandwiches",
84421,ODve_UWn38a39NJf0DPAlg,Waves Coffee House,305 Main Street,Vancouver,BC,V6A 2S9,49.2822044,-123.0998696,3.0,9,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Food, Cafes, Restaurants, Coffee & Tea","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}"
84462,Tz_gIhm6-oLzLsfcvgl2YA,The Loading Dock,11 Brighton St,Belmont,MA,02478,42.3951367693,-71.1582195804,4.0,156,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'ByAppointmentOnly': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'Smoking': ""u'outdoor'"", 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': None}"", 'CoatCheck': 'False', 'Caters': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}","Wine Bars, Diners, Breakfast & Brunch, Nightlife, Restaurants, Cafes, Bars, Coffee & Tea, Middle Eastern, Mediterranean, Beer, Wine & Spirits, Food","{'Friday': '11:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-16:0'}"
84562,hcj1lGNPveCdvFK-XGWVfQ,Centre Street Café,669A Centre St,Boston,MA,02130,42.3125026,-71.1142911,4.0,251,0,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'BYOBCorkage': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False'}","Restaurants, American (New), Cafes, Breakfast & Brunch","{'Monday': '17:30-22:0', 'Tuesday': '17:30-22:0', 'Wednesday': '17:30-22:0', 'Thursday': '17:30-23:0', 'Friday': '17:30-23:0', 'Saturday': '17:30-23:0', 'Sunday': '17:30-22:0'}"
84573,PIdeHn2MTpvEIatmj0iM0A,Green Leaf Kitchen,343 N Ronald Reagan Blvd,Longwood,FL,32750,28.7010263,-81.3462894,5.0,5,1,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'HasTV': 'False', 'BYOB': 'False', 'DogsAllowed': 'False', 'BikeParking': 'True', 'Corkage': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True'}","Wraps, Salad, Vegetarian, Restaurants, Food, Vegan, Desserts, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0'}"
84577,0StspvkpQ7ODA114Xdt8nQ,La Cuisson Cafe,"13988 Maycrest Way, Unit 165",Richmond,BC,V6V 3C3,49.1789391,-123.0696891,3.5,7,1,"{'Caters': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'None', 'GoodForKids': 'False'}","Internet Cafes, Cafes, Restaurants, Desserts, Waffles, Sandwiches, Food, Bakeries, Coffee Roasteries, Coffee & Tea","{'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '12:0-17:0'}"
84614,_BbODcinangkwNvVwpvfuA,Cenote,1010 E Cesar Chavez St,Austin,TX,78702,30.2605580486,-97.7336812427,4.0,769,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'None'}","Bagels, Beer, Wine & Spirits, Food, Specialty Food, Breakfast & Brunch, Coffee & Tea, Restaurants, Sandwiches, American (New), Cafes","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-16:0'}"
84637,uTxtAaNTGIWQjy1Ea_xsxw,Dragon Donuts,2806 London Groveport Rd,Grove City,OH,43123,39.8400327,-83.0803537,4.5,56,1,"{'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False'}","Bakeries, Cafes, Food, Donuts, Restaurants, Coffee & Tea","{'Monday': '8:0-13:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
84703,5cRVVbfy4Era7lFnW4HJSQ,Portland Wine Bar and Winery,526 SW Yamhill St,Portland,OR,97204,45.5181864747,-122.6786455319,4.5,197,1,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'Caters': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BYOB': 'False', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'Corkage': 'True'}","Restaurants, Beer, Wine & Spirits, Nightlife, Wine Tasting Room, Wineries, Cafes, Arts & Entertainment, Wine Bars, Food, Coffee & Tea, Bars","{'Monday': '0:0-0:0', 'Tuesday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-22:0', 'Friday': '14:0-22:0', 'Saturday': '14:0-22:0', 'Sunday': '14:0-22:0'}"
