,business_id,1,2,3
414,uPgGquiAEWSazcwDFrio1A,tea,service,service
415,qIq-X6MGSa_KSiO5tATvCQ,coffee,bowl,coffee
416,BOZJckRx-DJVBry_eC_k3Q,chicken,lunch,line
417,NRRHgqIaBesgI-NMwlk45w,tea,strawberry,taste
418,UbyE-opLYn-uMgHu_KMG6A,coffee,service,coffee
419,QO9ef69Fexf0Mb1CZQopbg,building,order,chicken
420,ME9JGLw5I59wZ2Dx-Skdsg,location,coffee,line
421,NpCywdU1jKL0kM54IFGTPQ,sandwich,chicken,service
422,gAhzawO1CNEBVnZKuy5pdQ,breakfast,service,breakfast
423,zS68J2AOk2AHVJOcwPPLyA,service,wait,service
424,IJPCCsfcn9mAuOQBaEwKpQ,cream,service,
425,AztDrIJEPEKeqo3qitx5eQ,park,chicken,banana
426,xLHs5CCZa3LaC4xVOeuQMg,coffee,service,coffee
427,9Eh0wOUnWTiuyUytnYxYxw,cream,staff,staff
428,m0_G6-wN_jrcfu-BUBzM0A,vegan,toast,smoothie
429,H8SZwCB7RjEKH_2gD5VPwg,coffee,service,coffee
430,emzgYV11NLv1umWngoRpDA,coffee,bagel,coffee
431,vmVhbpUoomlI9STyl9jZ6A,beef,family,
432,rLAFeOqX4go1jcN36IIIIQ,service,staff,staff
433,0pVkvoLzZuiOHQVRbInQrA,service,order,order
434,TvR5gt1ZiPx5Hnouz_i0pA,order,coffee,order
435,5epVHMk2vJUYlFWkwGHq4g,egg,cake,order
436,-zeTKesRfa4Dlu5rVQIBqw,breakfast,lunch,toast
437,2v18XVOItPtF7PQ_DRg9iA,location,service,location
438,sCXhg_n4pvKcA8qDZalNZw,location,order,bowl
439,XCmRVkEIaEPkNtG6XHGZ0Q,coffee,latte,coffee
440,rCZAjQLBEJSo_mTj2xIIxA,soup,staff,
441,TT4EOzKH9srIpDCiPr-CBA,service,lunch,service
442,JvrbmTdZFMMmvz0gWbpkhw,breakfast,service,order
443,hmrRb7qX3K705MuxHHfgNA,coffee,service,service
444,k-bn2MNj7ymtt4VLNh7yVQ,order,service,order
445,TSt3hLTo_TY5Bn5PTiytVQ,breakfast,lunch,breakfast
446,tMW5DSTC4R_E39rw06FpNw,staff,location,music
447,6DGrH5ykVNnbZI6Ha4bcNQ,salmon,roll,roll
448,vDciIIDecHc7lke16iaG8Q,breakfast,lunch,
449,YP-hmecnBsb_zr2mBdh6Ow,coffee,breakfast,coffee
450,5tVuIEhRbhRlfnazaDIowA,coffee,service,coffee
451,fsICDNTZ3tkjt8Pj4QuJ5Q,chicken,burger,
452,U2KZI_ELoyvlBq_RVR7t2Q,coffee,service,coffee
453,_AO1gAU1R4UmVvKY-2ryaQ,breakfast,lunch,
454,qa4SegtG2bWMBhJgWyU7Tw,breakfast,sandwich,order
455,ePf1JU_BcKcdqRWeWLeo5A,lunch,kitchen,location
456,Q6EOcCIaP-rgaL0ucrFfAQ,coffee,tea,tea
457,AR68fc19MhjH3o_7H604Yg,chicken,rice,tea
458,Roec1WahfAkQlGGplJWfNg,service,kitchen,
459,uCwNssCRUljNxKDbE1XSzQ,coffee,staff,breakfast
460,u5vMMJtP2EWcN1W4-fHiQQ,coffee,location,service
461,GEwXX_nwXzGloV-Kgfoxnw,coffee,service,breakfast
462,kep4X3l6_QGontdytpPdwg,coffee,visit,
463,RUzKUmZhOaqhmX5cq-xopQ,tea,service,tea
464,JH7fHK9Tl8RWdSVQXq9etg,breakfast,lunch,breakfast
465,yj4kGWsVZm03wI8N_oGU0g,lunch,burrito,
466,2Kq2vPsoNrQNVrfOIG6pbg,breakfast,coffee,
467,OV_UEAJ8NxFeqmur67krCw,turkey,breakfast,breakfast
468,FabWP6e_UJgK6L6dGTn2_g,coffee,location,price
469,oaaeZ4BvMR9pHXYb5USEEQ,coffee,service,coffee
470,YQr1ywU2vGslnAIF5sKt8g,coffee,service,
471,5LuSHON45FNQ1xVyaaUK3A,tea,coffee,
472,e4CjMQOnUT4JxuS7PPm0Cw,lunch,street,sandwich
473,P_Cmij3L7OcDLVLaBTqx0w,coffee,toast,avocado
474,IgnDgii_VoCuSvMoHr_2SQ,coffee,breakfast,staff
475,3ehyrexo3WcoTy74c2jDKA,biscuit,breakfast,biscuit
476,KgIOp7Ab4O2egMIeAzRcYg,lunch,street,salad
477,OBP07PNemg5k3A2cRJ0wUw,clean,cream,
478,MA_4MmcSt1eOYG93pTw1tA,coffee,service,coffee
479,i5zfFzbQePKKM6dEtThm8Q,pizza,lunch,meat
480,xYShzEY0AkzbR26rIlq0Ng,lunch,chicken,coffee
481,_ptgV6FtY6ioGcfJ02meoQ,bowl,staff,menu
482,iPbKAH4Mp5d_25Fr-xYeQw,service,coffee,breakfast
483,cEN-W8ePn2-UNUGdvotMIA,juice,staff,space
484,XAml4XXnE1a6RZuGmxpbiA,lunch,wine,sandwich
485,txCzvkr-On1zE5MAoGc2LQ,coffee,staff,coffee
486,DLUIsxelzMdZ9EZ9qD4SWg,bread,pie,bread
487,8PsixCwccKVf-D2dRttwqA,chicken,service,meal
488,HLGww9IEU2BAxthBENg7eQ,coffee,location,honey
489,P5Qt46I_jIDK8rXQATr-4w,lunch,chicken,sandwich
490,FhljCFwFvJZieTuB1HP0ug,sandwich,service,honey
491,Lwys_i_3iIPlUCHJr-NQJw,lunch,breakfast,lot
492,JFfvSm9K8EG1z34c61Agww,service,bread,soup
493,eUzwsbcUb-KhQT5ADSpNGQ,breakfast,service,hour
494,fnKkLEbZ4rTf8JwsC1adpQ,sandwich,location,coffee
495,AVMQnp6mxZj6dF-FL_CRkw,staff,chicken,brunch
496,rF6jLBYZaBmdRj-ubUGVgQ,staff,coffee,coffee
497,bI35hNGtxfbALsLR4a44nQ,coffee,cafe,
498,4oJYkQkRuL0aXdE3R_qRVg,breakfast,muffin,latte
499,D320XoWLX8GbN4Hh7mqflA,boba,tea,boba
500,bz1jGCfWMROsQO8QV7CMSQ,coffee,drink,coffee
501,DEisrvE8BFoA_Nmv_INzmg,location,coffee,order
502,_NzjZsexEl3-kCGu17-0BA,breakfast,toast,service
503,K9_heu2RZFH5o-AjzAbGsQ,lunch,staff,order
504,3hj0xg1-ratXWuxCepINoQ,burger,staff,
505,uktsmQwb66TPTsTXxt7RQQ,area,breakfast,area
506,TKL3zqXCflCpY3R6FOMZeg,coffee,location,coffee
507,rROe5xDWR0OJ4at1SMg5Rg,tea,waffle,drink
508,cWE-G3BZTmMHz6HN7DrCyQ,coffee,mocha,
509,LJOmdqtVShzdqRi7rTab2Q,brunch,service,service
510,JNBHy0YJkXrfDaqq-mhngA,service,breakfast,breakfast
511,7sAxKyItCMHnWZxC8ueCTA,breakfast,wait,toast
512,Q86JGIic6JOBMTTK-1aRQg,tea,cream,tea
513,XyIW4GC-utYUNomVKiTT3w,breakfast,coffee,coffee
514,TuWLCpHRY_EuX0b0xMpFDA,coffee,service,coffee
515,8R-LNKo_vIJzwZNQQgOZxA,breakfast,service,service
516,VN2t1_hT_7rUTAj79VLHJg,coffee,cake,
517,V4IVKUvBPWae1R8t2fqewQ,coffee,staff,coffee
518,mOR3478VG5RadwjEpdPMQg,latte,coffee,service
519,4jQ1y1_ItTCj3C9XlE2sdA,menu,location,menu
520,JMnUl7hejVqBaitgt7ahKg,service,breakfast,service
521,YiJrf8bEQ7YJ05Tz-5csHw,space,vegan,vegan
522,k5udYzRVHCZlPMCoVKE8tg,breakfast,service,breakfast
523,wrMG0WYZKIZX9Zp30kCFGA,sandwich,breakfast,sandwich
524,PiW1MZG9v2rv_MP3Jm2XXQ,toast,quality,
525,UmJxaOMA9sEay3_LPIEHEw,lunch,roll,roll
526,K0TEUg-mlpd3PjlH76ting,bowl,fruit,bowl
527,zLQ9EQ8qAhEfXDc-2AieVQ,staff,hour,staff
528,c_5fwiJr4T4vievehpG5-w,donut,bacon,donut
529,5npxkOFrzHnI8qCcm2rk0Q,service,location,smoothie
530,DYOLJf1GTcnb3tj4Ix_UDQ,coffee,staff,water
531,rVFcZBx6sD7HfyXruSwjAg,staff,location,location
532,d33DPJCJNGDpHEIdUkvoZg,service,breakfast,location
533,rU8xi0nepqGBWC7cs4PYEA,coffee,price,
534,5PjZs28iVIDXyI4nyVjA3w,coffee,cream,bagel
535,xuOZ-sajvK2r6EZmUD9noQ,breakfast,egg,breakfast
536,HorM4r8s7W__JjLOEsQ3kA,breakfast,service,waitress
537,QgRefspUL2uHlBbTlJ98_w,coffee,beer,order
538,a-g9mHFlDZ7qcVE903TR0A,tea,coffee,milk
539,uRksqyY6byht1u3F0Zm3YA,beer,wine,
540,aU-kHmreSdNOnN4awUvI4w,breakfast,service,breakfast
541,NFVdHOADZaiI3GOK4JVdQA,coffee,tea,coffee
542,Tc7KANKg2eXQUjAxYUnggw,order,service,order
543,Mb09BOm6ratGvyA_DcLUOw,coffee,music,coffee
544,LLOhpVC1VJfganA8IPbEBw,hour,park,coffee
545,FRrnwPgBQ70Gefs9LeABtA,meat,service,price
546,utLZPZT0y9mGmmNZkhsKwQ,waffle,drink,waffle
547,pMGOQ7AysXjpp8z947ckEQ,order,bagel,
548,LC4H15gugZJi8MyKHaSQyQ,service,brunch,service
549,Lo7JgnZVBlMSSVfYbKzHrA,chicken,lunch,potato
550,t-UaulQ_HOh2dt144UzawQ,service,chicken,service
551,1QPYqBtpxKNSaIvA2il4yg,pizza,order,order
552,lbDumHm4Ot7aa8cSuzwwUA,pizza,service,pizza
553,qxnHt71f5BHVmzWKDTRCyA,staff,service,pizza
554,BxsDjT2b2vcm-rvLDeO3Jw,service,menu,service
555,0jFrTHMEyIlHX0i_185tnw,bread,cream,sit
556,GijFTZJqzeFZJzdeVvn_Mw,coffee,service,avocado
557,XR_pXsexZveacolNMbyu7Q,soup,bacon,cheese
558,aAJko3ODP_dgtcp7zmBM-w,pizza,slice,slice
559,hvPRnjj2F8Pjrt_CBHKobA,family,sandwich,
560,WqaWBxfZNTKSJfoOEHynyA,price,soup,
561,AvkhkdgFKp2I6mclUdJt_w,service,tea,
562,7y1VR0g6i_wnmPb0EtewIw,coffee,staff,coffee
563,Vbxro_sbR21MXBsoqE_ogQ,location,service,area
564,iDmcG4a-FIJOUbc1OI00vQ,service,sandwich,order
565,-aRu1BAs4mWiWL6keT_I3A,beer,staff,order
566,1cViyaxabVSJqciVKP4WAA,coffee,sandwich,coffee
567,avkt2OT_Jw7Rx_nSD7UVtA,coffee,service,service
568,_FgHc_sGtz3nzEX7VR8h0w,service,staff,breakfast
569,tHDZo1q2oImGvfGXoWD4Kw,pork,soup,meat
570,soEt_YvoVWbwVEMqMR6_Kg,music,breakfast,music
571,QMJ0uaY73v6OX2Wr5emEwg,coffee,staff,coffee
572,99nyikz6SRHLG5t_ikVicQ,location,area,location
573,PHWjLi6zpB5f9lkk7BzL5Q,sandwich,coffee,location
574,NSFLB7TKJQry76Mn0exXBw,service,coffee,water
575,waeuKAxzLmUBuyaPa_BXGg,coffee,service,coffee
576,DM_Ge3Feh-4xnIrHIDg4uw,cheese,staff,drink
577,_TF3IR-qfk3pU5d1xpdR8A,juice,bowl,bowl
578,XI9E9IwyUpyBRXu27QMk8A,coffee,service,breakfast
579,tgYr_uUdn2JHK6UNhBRSlg,lunch,chicken,soup
580,bzkvFIvv4kgCH1uOl3fWOg,chicken,salad,service
581,weY8Q8j-VbGrVbK9QUF3kg,coffee,breakfast,coffee
582,7sUOPIaiEXBhkMUDyb6SIQ,chicken,staff,salad
583,6KrM91Xxn877ob1ZGeM8qg,rice,breakfast,
584,1h3PYFnGPU62G6ct_If9-w,biscuit,cheese,biscuit
585,mV5Uuq86oyx3s9usdpGDFQ,coffee,matcha,ambience
586,w3BZjT-B7JcXzVI4wSmJDg,service,salad,service
587,1l-vqoiiabP4UWY5llZI_w,bagel,cream,bagel
588,ogkfapltl_ncyE6cMk70-w,street,breakfast,breakfast
589,RNIIkDG_52LEruZfR3SBtw,service,family,
590,K48RyUD_dYWfknfS9h0Fwg,coffee,sandwich,coffee
591,Csq985f8SQofOhCq3ofMNQ,turkey,sandwich,
592,ETTAF8isVttSV5PlePEjvQ,service,cake,service
593,CGM2xjTNp4DsJTE6x7uQvQ,chicken,park,chicken
594,ir04wuNU2pViqn-LnkMsYg,coffee,latte,coffee
595,hYQsj7S_LzPeHeogyZUQfQ,coffee,space,coffee
596,Ri2m3EwrlDE7TyHhWQ5TfA,chicken,rice,lot
597,ai0UHYBdeozo-a7Redqgrg,breakfast,lunch,breakfast
598,iDN0RLXZZrjS_nU9vejZpA,coffee,service,staff
599,cy8kv1EbEOjMZXVtFyPSSg,chicken,rice,breakfast
600,Y8RD0EARvq0PJ9Tr9YT33A,coffee,drink,
601,cqM-oOm_kEuBdKROQe6qFw,coffee,location,coffee
602,455l21O75AdMzgnxyQrk2w,burger,service,order
603,i_zq9pPEaNuOkLJqYWSFHg,coffee,service,
604,TKWOjk9fTRNnHKh0HII0iw,service,breakfast,plate
605,c7dV_0qOH1dY7ZR_c8nxrw,breakfast,family,soup
606,nct5iYSlXQLe9ln-EmDdcQ,chocolate,cake,cake
607,6BgoGZMjvvA4Ki5a6ABnFQ,lunch,order,rice
608,xyvGNML9BW-3seLMqeYCWA,service,biscuit,service
609,4lSrF9sk2r0y0TTHEax8BQ,milk,boba,almond
610,DwdHhKOwunso-XyRdmCJAQ,soup,lunch,soup
611,CGAW5VQq29DXMW0RyGZwXg,coffee,lunch,coffee
612,M1cIV-JrVOxMjG_K6bUeiw,coffee,latte,breakfast
613,nFxhMiWh2JRfaWW79aj66A,coffee,cafe,
614,nPHMiOqJUFAoi5dWESlQwQ,order,chocolate,chocolate
615,5eh4SeAVnTNM-D_C-UC1cw,coffee,sandwich,
616,xm2PWrGQv7kV7Vde6efznw,coffee,breakfast,chocolate
617,BsvrVns2L9ZcyylPM-M3iQ,coffee,breakfast,
618,boQsBcK0RbJIWT1CLLFmtA,tea,service,service
619,sFcLp3A8XHuekU_h0sAqJg,coffee,service,visit
620,vSDaI7j5peZnSrefkpCWvg,breakfast,coffee,chicken
621,LFSmawfb4r9Ppjj33betzw,service,bowl,burrito
622,ONKZxFqWiqPFYoE2E984ew,coffee,service,coffee
623,CqvIbOPSeWkliJny7gdoiQ,coffee,service,
624,32SfIOigxBKZk4paN_dshA,bacon,order,hour
625,vVjYM2jgmqp8_-Se2cyhew,breakfast,coffee,
626,5lgMVO_YY2fn4wAtXd-TkQ,tea,cake,cream
627,TLaB-QjeUJNJlROYqLC87g,coffee,drink,coffee
628,jfLqg8PLnqT8e--h0Hc1qw,service,location,bacon
629,jrq-VXehJNFCd3G9fuA8Pg,music,service,music
630,qMwh0pdIZiDhkJ7DQl3EwA,coffee,lunch,coffee
631,aaTgb4XUSWv-iapBSrhQsw,coffee,staff,cream
632,bshDvZG7SmZLcQX63g44ZA,coffee,service,coffee
633,ZlUYovGhlMWKOnETAys3mQ,service,salad,salad
634,cucJFEBsrL_MPRmYSvVv3w,service,breakfast,order
635,-9ap9pStLtFBYoMLRl7hVA,coffee,service,coffee
636,xd1Z8qeKO1GAojtEK4oFiQ,wait,sandwich,
637,QoiLXUucsaTnT5GIidsvgw,breakfast,service,service
638,-R-M4iJyjk7s9Z4JK7hYlw,coffee,espresso,coffee
639,cyoYylxZjNuKGJWlUod_yw,breakfast,service,breakfast
640,tODQE4f-2jOTKdmRBhVKtw,hour,sit,hour
641,1PDoqk0D4-ceAulw8wpF2w,milk,tea,
642,8ltgNjXYNMjOKkRjJf4mvA,coffee,latte,
643,3ByjrLF8nyArUxvO6vqJCw,coffee,service,area
644,7h1asayCLlYakdtC7xA0lw,service,soup,service
645,wyVxeIuawWPeXKbhgqK8ag,sandwich,breakfast,breakfast
646,ykAjTUNGJawP9ZaYRBJtHg,coffee,space,
647,mZTthZvJAGWEp5PgC-dYPQ,service,order,soup
648,0_2GeXhNjcOcph_hiINZ6w,salad,lunch,lunch
649,83XN8Vxi8wr1NoBzvVMtRw,staff,space,staff
650,BLr8uKNwAm5KUerHlXq-yA,order,staff,tea
651,_BbODcinangkwNvVwpvfuA,coffee,breakfast,coffee
652,g0HGyUr5qPW2Bmfrfj-wFQ,brunch,service,service
653,tUXQc9v1tZ5SWSCgkBMMAA,coffee,service,
654,IG_K4wnA_TTos-FQwI_YDA,sandwich,pork,lot
655,lVccjzhyeXokFCRFSHU0Yw,coffee,beer,coffee
656,GZJjeRDVzju0myQy2soBog,service,rice,service
657,59GcsAykjrNLLxMz_mOZIw,service,family,service
658,CW6QA26FNfHeqhADQFreng,service,breakfast,service
659,uJdHVybNyQFGCRIrtgOtSg,service,coffee,order
660,sPYHX2jNZsg6JwjaukcLxQ,breakfast,coffee,breakfast
661,lW7ojtCWYyyG_WrJpUC6jg,pork,service,coffee
662,qKdTZuEk1n_U6JfYpQokjw,breakfast,service,service
663,8jFq7v5S_qQeEmN-DHxkSQ,tea,milk,tea
664,ubKcg9-0u3FdM8att-o3eQ,coffee,milk,coffee
665,ljnjap6GNVMvS1DNzgDOYA,pizza,staff,pizza
666,-usft2ncuh7t4FwSJFxU-Q,homemade,smoothie,
667,qQFxHy9OFgE5LAbyofb_Iw,coffee,wrap,breakfast
668,JcSxGNaqM0Nsk9jMo0M6Bg,bagel,cream,cream
669,Y7606gb40fQqs6p-uMC8cw,service,breakfast,order
670,hqX69_8uO4VKKYCtp7FXoQ,breakfast,service,coffee
671,BhjO9yUEB3z3O80k56Hf7Q,location,service,tea
672,uTxtAaNTGIWQjy1Ea_xsxw,donut,order,order
673,iyeJrTWE3_Xtup77dC_Mtg,breakfast,coffee,sandwich
674,UTswGGBxS_zmONze5F9iKA,coffee,staff,coffee
675,uxsEmmxk7xT8m8IJM0sHSQ,chicken,rice,meal
676,WKSt5ZotGT8zDlsLFOufJQ,flavor,snack,flavor
677,0tlI9L_BOV0xs0Kae5UOpg,coffee,service,chicken
678,rXr7C1OJakG2S5-h7lzKdg,coffee,location,coffee
679,cs_rw92bE_yGSnKst2DJ1g,coffee,cappuccino,coffee
680,fL1k7ee6lnzj6fNsJQ7Tew,chicken,order,order
681,858UazVS68ortMbYBAxrHA,coffee,breakfast,lot
682,_QUh5vFHSuw8R_uiFZ7XKQ,service,chicken,sandwich
683,agMh6QkfpjAxmu0O5fnNPQ,service,breakfast,service
684,K7zTIsNIyOUU9bQ_dlOJsQ,service,pork,pork
685,h3dcm-W-jbFc390Y8JNaGg,service,wait,wait
686,8bxtD9CPKhOrEhMpYrT6cw,coffee,street,
687,uZkMqmw2oH2CvL69cexmUA,atmosphere,dinner,appetizer
688,DOmaxLcwoKfNLNGkCciOHQ,coffee,breakfast,
689,mnBR0ysnbbiqgJZrmhMqdA,service,coffee,service
690,bnXGkn3Grq6bCzC8DbCiug,staff,hour,cafe
691,xl4YH9u3mzXLgGWkd7DTPA,chicken,brunch,chicken
692,Vk2dN6wAsucrp-j4My5S_g,coffee,drink,
693,tyjAbHmleOjHRCdIWUF4fg,service,soup,service
694,wGBgtaUivTAix69hN9ScXg,coffee,breakfast,coffee
695,QIq-oL_3NTz9Z3aK9OizGw,service,dinner,order
696,4rIHHA5IHuV2s_vyArNenQ,coffee,waffle,sandwich
697,WHW-1wReoJq43UOiBVBCPw,coffee,staff,coffee
698,abxTs5C9bw7Pt1aCA657sQ,sandwich,menu,
699,mcwsZGskQ9O4d-kKzV473A,coffee,sandwich,service
700,hdH1zkYvK8YwqDGZEUdAfQ,pizza,beer,sauce
701,Fi2pjxzDmHjDEUeZ44DFxQ,breakfast,coffee,coffee
702,aK1_CfnTLedsLKDd_TeRHg,coffee,service,coffee
703,kAfyq-nYKMWLSJvIjlfD1w,coffee,location,coffee
704,6X62fJ8aTUiwJCqNKWA8lw,coffee,staff,coffee
705,KXCXaF5qimmtKKqnPc_LQA,chocolate,coffee,chocolate
706,5P5HRPNXMkVXOpEU33zyyQ,service,egg,building
707,XVmp1LmrXKB8cXomLKbu9w,order,soup,order
708,cI8qA_Ez7Ew1ilmMdVSe9A,coffee,tea,
709,tLHYuzpJlr3o_MiuUizRZA,breakfast,service,table
710,-8LdHGN1xVpmvfy0efwzqg,coffee,cafe,coffee
711,SatR4ZoHPG-y2SFmSmOu_g,coffee,service,coffee
712,x5oD1-3lEbL0BXW6qRDZRQ,coffee,location,coffee
713,pNeu6UYHCFj3lTB-rznDgg,music,service,music
714,rIdojqgqK1IcxYAyJhsLLg,coffee,milk,quality
715,8NCilDrc19azak4TyHX2ug,coffee,breakfast,coffee
716,nHT0Ko-dQ9NSzYuq4jaW8A,chicken,staff,chicken
717,Z0FHfkZCDRv649b3v1ustw,coffee,service,coffee
718,JOgMglwr1WrrjQjXrUuluQ,soup,order,soup
719,Cg1BaoRG3a74E8fEKU-HEg,coffee,breakfast,coffee
720,oULRtaB8duaRKYEbMpAZgA,coffee,breakfast,service
721,SlYx46xPQqOwNRJaAcLq4A,coffee,latte,coffee
722,I-K-gazoOof5MWjT_MmZag,coffee,chai,coffee
723,mvYuC8IGwE6wg1iDFXbS5w,burger,kitchen,
724,AaDVR7FVk31G53ZKuqLKgQ,lunch,lot,fruit
725,zULSMYWqX_qDpmqPxcqZPA,staff,service,
726,MuJdGtsirQ-ECGbl82RBGw,coffee,mocha,coffee
727,tArL72xOrl9WuoeK7cBxzw,coffee,breakfast,latte
728,Zc4b-xuE6MlF4AgYemXe4A,service,chicken,order
729,QtT93CbzAfzBxPpIl_6J4Q,tea,coffee,coffee
730,0qaWPaaVOcyVDBaQVgLzgw,breakfast,coffee,area
731,6x-F479iB8AH6ngt94hlEA,breakfast,service,order
732,iw7_0lMGX740shTDkebPyg,staff,crust,
733,TKzjaaOMlcsM69BADZQgKw,breakfast,service,waitress
734,BMtilzWQheOVprAwNoHSTQ,coffee,breakfast,breakfast
735,tIMedfGjxhoHSsIMYU_67w,chocolate,coffee,coffee
736,uU-ARzEwT36zZUe7J_YNRw,muffin,coffee,muffin
737,CP0f8MMI4b6FPDIAsdbF_g,rice,service,rice
738,R8Af-bmVXePU-0CwTzyI9A,breakfast,service,breakfast
739,ntMh1Cy_0pODF9hjc7gNLg,tea,lunch,rice
740,ajQHFATtBOB4YNjv0f99zw,service,bowl,service
741,AHnuxEG-yM6e4KgYHsCdSw,coffee,service,coffee
742,aeff_MpQDbrxvnxvKSEZmg,breakfast,cheese,brunch
743,MB8EWUtG5MA9DPlEHC9qyA,breakfast,menu,tea
744,8rLbdgrOTFmNXg-NpxwV_A,bread,coffee,
745,dNSN7TTZF6c24kbo_Wz89Q,cream,service,service
746,lVWr1_4dtDQgZ1PQD0jllQ,coffee,staff,coffee
747,xsRVexrkZ5XnDxKmNZIPbw,order,rice,order
748,fSA1D3UBsXUGso0Sj5Acig,tea,order,tea
749,SCwzUgW_RUdahXNObknkTg,service,dinner,brunch
750,9r2gEGHhz_ttlVEzYYm51w,coffee,milk,coffee
751,KJ0Ao8jHxf7SJXUToPeIGQ,coffee,cafe,cafe
752,_hvHNH2DskVyN7zr6bGqIw,coffee,tea,
753,qQwiwMBL7FhOJDPPsNpLrw,coffee,staff,coffee
754,dsYOWeRSD1lvR3-XPV4-jw,snack,pasta,pasta
755,LI5EKmGi9eYSu1qoeywzRQ,coffee,chocolate,
756,LoMpMSfzVd1g-5szne8V3w,brunch,service,service
757,n1xMU0r3fNWozj6vYNEnqQ,tea,cream,
758,x5Y27oQXtNoqjOA0LsTH6Q,sandwich,staff,coffee
759,utFVm_S_qaFXaXqBfXZU2Q,coffee,service,
760,LGIHLWOVaQmLhvDh2ae2vw,line,price,line
761,Fr8qpMt5LehrvTMGmT74PQ,breakfast,service,chicken
762,Lf6p7T586odB4dNopBmG9w,sauce,roast,avocado
763,wM4nYARli6ToAOGRB5zp3Q,service,pasta,service
764,hm9EEmlGjJ71zed3Sdfx1A,wine,staff,quality
765,p3EaYXYnlBndZgh23liqBw,coffee,breakfast,coffee
766,EU0oVafDydjbr1dL1t4CWQ,juice,bowl,order
767,0XYc9tMgt7sC-zgxGl_pDg,breakfast,coffee,sausage
768,iVVYmtynTy7s71Aq5lnzEQ,coffee,service,coffee
769,FbuQKQOHkWuLbLw5G16bJg,menu,beer,beer
770,KZMXt4da-rflDZBUaPtgbw,coffee,latte,coffee
771,CKDU9kpeLQy56_X0urimfA,tea,coffee,coffee
772,AS6PcESp0vTPT53RDUFQiQ,bowl,avocado,order
773,33mj_DI8YQIhNIg9d19s7A,service,chicken,service
774,zMLfeOoVUSjv6xqddv2kdA,building,beef,
775,Js20LjuFi5uaRXDVdhx7TQ,lunch,chicken,lunch
776,jycObCbnZ2TWncMU86ycGg,staff,coffee,staff
777,YcsZPLx01gqlzIdmW2Z8qg,breakfast,service,breakfast
778,vZZkp535c3i5GvM0un_v3g,coffee,service,service
779,ShyA_yAfTtj8_WD5kZFo3g,breakfast,fruit,bowl
780,N_dSuYTenyybj0khXvaqTw,service,menu,quality
781,T13JrL10-6RVS7L-HeJjoQ,breakfast,service,service
782,V49fFIDDXbetMTfT0GrBvg,cream,menu,lot
783,lbOpkv-F4wS4lb8MouP0DA,chicken,service,chicken
784,RVPQUgAfhtxxLNAhxxdcwA,coffee,staff,coffee
785,7vnkePsQCLiCxKbIaid2cQ,coffee,staff,coffee
786,uMOrnl5NFzpC7S2Po-Azkw,service,quality,service
787,xt5Z3KCzWMk3rVNo04F9vA,lunch,burger,quality
788,Z7XFD4UczocVjmBhvzXIjQ,lunch,staff,service
789,PwwwyfwC4Jq3AoXFVwQokg,service,chicken,soup
790,v6iYA8S4kKCvQQIlIHWJMQ,coffee,barista,matcha
791,MqY_vctaZA8FGzxL6G957Q,juice,staff,service
792,fphvx4k7-SDxo8dwfzCfJw,pasta,sauce,pasta
793,JX46GwjGXGNkOKehRxFSRw,coffee,sandwich,
794,66sKQ-2fCebshbzJsvItIg,coffee,breakfast,wall
795,O38NUkw0yQZxtwjgS-acgQ,coffee,breakfast,coffee
796,-txyUpPyrwRkE3qG4B5hIQ,coffee,hour,barista
797,DCWwC_VJ6u0HTSBfrQOKTA,breakfast,wait,service
798,o18BSwgiPr37ws-LW0MdtQ,breakfast,lunch,chicken
799,Xa4YAhSdEie3Qp6AK8QN7g,coffee,toast,chicken
800,a8ZLRx-NyaT1RtcykR2DCA,coffee,breakfast,coffee
801,_I-gzz4FEuU2XBygdWP7SA,service,breakfast,service
802,TCJ1FED5yTNayqbS6-56JA,breakfast,burrito,
803,KlZAG6XPK0GFLAZHkuUPNA,coffee,location,chicken
804,uDoeKbMe_mJwH_srClxFfw,coffee,ham,ham
805,At6oA9CH1gnoZpUUguDvRg,breakfast,coffee,breakfast
806,nJkP4u2ZocLHD-iFVrrFXw,breakfast,bowl,
807,kNVUk0IYXo2y12MTEq63LA,coffee,family,coffee
808,sbdSopoAyynDWbMOSvZzVA,tea,coffee,soup
809,LUqK6BXPYpG3zAa9tsW5hA,order,rice,order
810,CrIRFJZpdLPconDlZA-DEA,coffee,staff,coffee
811,lWBNQ-GwBxH1JbKFUXokug,coffee,staff,coffee
812,o3ljKQ-SDEh-cR5WqUGXIQ,coffee,service,service
813,319odAaDlc4koBUPdLshwg,coffee,service,drink
814,z3ae5sGvnveidxY1l9T7RQ,coffee,chocolate,coffee
815,sPXe_JJFRlm1yzXd5htjkQ,cream,coffee,cream
816,-2aMFgYft7rED0bstJelAA,cream,flavor,cream
817,zqTs9JzDgzwzQ4-AmBS81A,cake,bun,bread
818,83G5T9lX1aDmFtDX2EyL3w,coffee,service,coffee
819,CSHiunmos7rw5-jb1hbZVg,tea,staff,space
820,gv3jGYklsgPNwiiZOX-QUg,service,family,staff
821,8kGScONgvTUncK7U8U9S4A,bowl,staff,vegan
822,3B9WChQoCoXIi1eF0Bz11A,coffee,latte,quality
823,rYlHTig5sP7TCe4cU6l4lg,coffee,order,order
